pubchem_cid	protein	docking_score
5481173	spike_rbd	-7.30
5481173	nucleocapsid	-8.70
5481173	tmprss2	-6.90
3182	protease	-5.70
3182	polymerase	-6.30
3182	papainlike	-5.60
3182	ace2	-6.10
3182	spike_rbd	-5.80
3182	nucleocapsid	-7.40
3182	tmprss2	-6.40
16230	protease	-6.30
16230	polymerase	-6.90
16230	papainlike	-6.40
16230	ace2	-6.60
16230	spike_rbd	-6.10
16230	nucleocapsid	-6.60
16230	tmprss2	-7.60
9936727	protease	-5.10
9936727	polymerase	-5.80
9936727	papainlike	-5.60
9936727	ace2	-5.20
9936727	spike_rbd	-5.20
9936727	nucleocapsid	-5.60
9936727	tmprss2	-6.50
4499	protease	-5.70
4499	polymerase	-6.70
4499	papainlike	-7.30
4499	ace2	-6.80
4499	spike_rbd	-5.90
4499	nucleocapsid	-7.80
4499	tmprss2	-6.10
6084	protease	-6.50
6084	polymerase	-7.00
6084	papainlike	-6.90
6084	ace2	-7.30
6084	spike_rbd	-7.50
6084	nucleocapsid	-8.10
6084	tmprss2	-7.20
656664	protease	-6.60
656664	polymerase	-7.30
656664	papainlike	-7.00
656664	ace2	-8.00
656664	spike_rbd	-7.30
656664	nucleocapsid	-8.10
656664	tmprss2	-6.80
27812	protease	-8.30
27812	polymerase	-7.50
27812	papainlike	-7.40
27812	ace2	-7.70
27812	spike_rbd	-7.40
27812	nucleocapsid	-9.00
27812	tmprss2	-7.70
102232	protease	-7.20
102232	polymerase	-7.60
102232	papainlike	-7.10
102232	ace2	-7.40
102232	spike_rbd	-7.20
102232	nucleocapsid	-8.10
102232	tmprss2	-7.30
4621	protease	-5.70
4621	polymerase	-7.20
4621	papainlike	-6.30
4621	ace2	-8.10
4621	spike_rbd	-6.70
4621	nucleocapsid	-8.60
4621	tmprss2	-6.10
54704426	protease	-7.90
54704426	polymerase	-8.80
54704426	papainlike	-7.40
54704426	ace2	-8.40
54704426	spike_rbd	-7.90
54704426	nucleocapsid	-9.20
54704426	tmprss2	-7.80
12068809	protease	-5.40
12068809	polymerase	-5.60
12068809	papainlike	-5.50
12068809	ace2	-6.00
12068809	spike_rbd	-5.50
12068809	nucleocapsid	-5.50
12068809	tmprss2	-6.00
16132438	protease	-6.00
16132438	polymerase	-6.20
16132438	papainlike	-6.50
16132438	ace2	-7.80
16132438	spike_rbd	-6.40
16132438	nucleocapsid	-9.00
16132438	tmprss2	-6.10
5401	protease	-7.20
5401	polymerase	-8.10
5401	papainlike	-7.20
5401	ace2	-8.40
5401	spike_rbd	-7.00
5401	nucleocapsid	-9.60
5401	tmprss2	-7.30
24266	protease	-3.50
24266	polymerase	-4.00
24266	papainlike	-3.70
24266	ace2	-3.40
24266	spike_rbd	-3.60
24266	nucleocapsid	-3.40
24266	tmprss2	-3.70
6321424	protease	-8.50
6321424	polymerase	-9.60
6321424	papainlike	-7.70
6321424	ace2	-9.60
6321424	spike_rbd	-8.10
6321424	nucleocapsid	-10.80
6321424	tmprss2	-7.90
5311181	protease	-5.80
5311181	polymerase	-6.10
5311181	papainlike	-6.80
5311181	ace2	-7.80
5311181	spike_rbd	-5.60
5311181	nucleocapsid	-7.50
5311181	tmprss2	-5.90
70788982	protease	-4.70
70788982	polymerase	-5.40
70788982	papainlike	-5.20
70788982	ace2	-4.50
70788982	spike_rbd	-4.70
70788982	nucleocapsid	-4.90
70788982	tmprss2	-5.90
45588096	protease	0.00
45588096	polymerase	0.00
45588096	papainlike	0.00
45588096	ace2	0.00
45588096	spike_rbd	0.00
45588096	nucleocapsid	0.00
45588096	tmprss2	0.00
5281033	protease	-4.90
5281033	polymerase	-5.50
5281033	papainlike	-5.10
5281033	ace2	-5.80
5281033	spike_rbd	-5.60
5281033	nucleocapsid	-6.00
5281033	tmprss2	-5.40
441306	protease	-6.20
441306	polymerase	-6.70
441306	papainlike	-5.90
441306	ace2	-7.40
441306	spike_rbd	-6.00
441306	nucleocapsid	-8.10
441306	tmprss2	-6.50
20179	protease	-5.20
20179	polymerase	-5.80
20179	papainlike	-5.30
20179	ace2	-6.20
20179	spike_rbd	-5.30
20179	nucleocapsid	-6.00
20179	tmprss2	-6.40
2732	protease	-7.40
2732	polymerase	-7.60
2732	papainlike	-7.20
2732	ace2	-8.20
2732	spike_rbd	-7.00
2732	nucleocapsid	-8.60
2732	tmprss2	-7.40
9912	protease	-5.00
9912	polymerase	-5.10
9912	papainlike	-5.00
9912	ace2	-5.30
9912	spike_rbd	-4.90
9912	nucleocapsid	-4.80
9912	tmprss2	-5.60
1732	protease	-4.90
1732	polymerase	-5.00
1732	papainlike	-4.70
1732	ace2	-5.90
1732	spike_rbd	-4.70
1732	nucleocapsid	-5.10
1732	tmprss2	-5.40
452110	protease	-4.80
452110	polymerase	-4.80
452110	papainlike	-4.90
452110	ace2	-5.70
452110	spike_rbd	-4.40
452110	nucleocapsid	-5.60
452110	tmprss2	-4.70
52919	protease	-6.10
52919	polymerase	-6.30
52919	papainlike	-6.30
52919	ace2	-8.10
52919	spike_rbd	-6.90
52919	nucleocapsid	-7.80
52919	tmprss2	-6.50
264891	protease	-5.10
264891	polymerase	-5.70
264891	papainlike	-6.00
264891	ace2	-5.20
264891	spike_rbd	-5.20
264891	nucleocapsid	-5.60
264891	tmprss2	-6.50
54675850	protease	-5.50
54675850	polymerase	-5.50
54675850	papainlike	-5.50
54675850	ace2	-6.10
54675850	spike_rbd	-5.30
54675850	nucleocapsid	-5.60
54675850	tmprss2	-5.80
64710	protease	-6.60
64710	polymerase	-6.60
64710	papainlike	-6.30
64710	ace2	-7.30
64710	spike_rbd	-6.40
64710	nucleocapsid	-7.70
64710	tmprss2	-6.40
60934	protease	-3.60
60934	polymerase	-3.90
60934	papainlike	-3.60
60934	ace2	-3.30
60934	spike_rbd	-3.60
60934	nucleocapsid	-3.50
60934	tmprss2	-3.80
700653	protease	-6.80
700653	polymerase	-6.80
700653	papainlike	-6.80
700653	ace2	-7.30
700653	spike_rbd	-6.60
700653	nucleocapsid	-7.50
700653	tmprss2	-6.60
5506	protease	-7.50
5506	polymerase	-7.90
5506	papainlike	-7.40
5506	ace2	-7.80
5506	spike_rbd	-7.70
5506	nucleocapsid	-8.90
5506	tmprss2	-8.00
5282415	protease	-4.00
5282415	polymerase	-4.50
5282415	papainlike	-4.20
5282415	ace2	-4.10
5282415	spike_rbd	-4.60
5282415	nucleocapsid	-4.10
5282415	tmprss2	-5.00
6240	protease	-5.50
6240	polymerase	-6.20
6240	papainlike	-5.40
6240	ace2	-6.40
6240	spike_rbd	-5.70
6240	nucleocapsid	-7.50
6240	tmprss2	-6.40
23009	protease	-4.90
23009	polymerase	-5.50
23009	papainlike	-5.30
23009	ace2	-5.60
23009	spike_rbd	-5.40
23009	nucleocapsid	-6.40
23009	tmprss2	-5.90
6420013	protease	-5.30
6420013	polymerase	-6.00
6420013	papainlike	-6.20
6420013	ace2	-6.20
6420013	spike_rbd	-5.60
6420013	nucleocapsid	-6.80
6420013	tmprss2	-5.80
62937	protease	-4.30
62937	polymerase	-5.40
62937	papainlike	-4.60
62937	ace2	-4.50
62937	spike_rbd	-4.60
62937	nucleocapsid	-4.70
62937	tmprss2	-5.30
68727	protease	-5.30
68727	polymerase	-5.10
68727	papainlike	-5.30
68727	ace2	-7.10
68727	spike_rbd	-5.30
68727	nucleocapsid	-7.00
68727	tmprss2	-6.10
444021	protease	-6.10
444021	polymerase	-5.60
444021	papainlike	-5.30
444021	ace2	-6.20
444021	spike_rbd	-5.50
444021	nucleocapsid	-5.90
444021	tmprss2	-5.80
2826718	protease	-6.00
2826718	polymerase	-7.40
2826718	papainlike	-5.90
2826718	ace2	-7.90
2826718	spike_rbd	-5.70
2826718	nucleocapsid	-8.70
2826718	tmprss2	-6.70
94328	protease	-4.80
94328	polymerase	-6.20
94328	papainlike	-4.90
94328	ace2	-5.30
94328	spike_rbd	-5.20
94328	nucleocapsid	-5.70
94328	tmprss2	-6.30
441975	protease	-7.00
441975	polymerase	-7.20
441975	papainlike	-7.00
441975	ace2	-7.30
441975	spike_rbd	-7.00
441975	nucleocapsid	-8.50
441975	tmprss2	-7.40
65906	protease	-7.70
65906	polymerase	-8.60
65906	papainlike	-8.10
65906	ace2	-9.60
65906	spike_rbd	-8.10
65906	nucleocapsid	-9.90
65906	tmprss2	-8.50
6451150	protease	-4.30
6451150	polymerase	-4.70
6451150	papainlike	-3.90
6451150	ace2	-4.00
6451150	spike_rbd	-4.00
6451150	nucleocapsid	-4.00
6451150	tmprss2	-4.10
66266	protease	-6.30
66266	polymerase	-7.30
66266	papainlike	-6.80
66266	ace2	-7.40
66266	spike_rbd	-6.80
66266	nucleocapsid	-7.90
66266	tmprss2	-7.10
65495	protease	-4.10
65495	polymerase	-3.60
65495	papainlike	-3.60
65495	ace2	-3.50
65495	spike_rbd	-3.30
65495	nucleocapsid	-3.80
65495	tmprss2	-3.50
71486	protease	-5.80
71486	polymerase	-6.50
71486	papainlike	-6.10
71486	ace2	-6.90
71486	spike_rbd	-6.30
71486	nucleocapsid	-7.60
71486	tmprss2	-6.80
3333	protease	-5.50
3333	polymerase	-6.50
3333	papainlike	-6.90
3333	ace2	-6.40
3333	spike_rbd	-6.20
3333	nucleocapsid	-6.60
3333	tmprss2	-6.40
63013	protease	-6.10
63013	polymerase	-6.50
63013	papainlike	-5.50
63013	ace2	-6.80
63013	spike_rbd	-6.20
63013	nucleocapsid	-7.10
63013	tmprss2	-6.10
5282169	protease	-6.90
5282169	polymerase	-7.40
5282169	papainlike	-6.50
5282169	ace2	-8.00
5282169	spike_rbd	-7.10
5282169	nucleocapsid	-8.30
5282169	tmprss2	-6.60
86471	protease	-4.00
86471	polymerase	-4.30
86471	papainlike	-4.20
86471	ace2	-3.90
86471	spike_rbd	-3.90
86471	nucleocapsid	-3.90
86471	tmprss2	-4.30
238053	protease	-3.60
238053	polymerase	-3.90
238053	papainlike	-3.60
238053	ace2	-3.30
238053	spike_rbd	-3.60
238053	nucleocapsid	-3.50
238053	tmprss2	-3.80
2441	protease	-6.40
2441	polymerase	-7.40
2441	papainlike	-6.80
2441	ace2	-7.30
2441	spike_rbd	-7.00
2441	nucleocapsid	-7.80
2441	tmprss2	-7.00
68624	protease	-8.10
68624	polymerase	-7.50
68624	papainlike	-6.80
68624	ace2	-7.30
68624	spike_rbd	-6.90
68624	nucleocapsid	-8.70
68624	tmprss2	-6.90
28620	protease	-9.00
28620	polymerase	-9.80
28620	papainlike	-10.20
28620	ace2	-11.10
28620	spike_rbd	-8.90
28620	nucleocapsid	-10.40
28620	tmprss2	-9.30
71301	protease	-6.90
71301	polymerase	-8.20
71301	papainlike	-6.10
71301	ace2	-8.60
71301	spike_rbd	-7.40
71301	nucleocapsid	-9.10
71301	tmprss2	-6.60
14051	protease	-4.40
14051	polymerase	-5.10
14051	papainlike	-4.80
14051	ace2	-4.70
14051	spike_rbd	-4.80
14051	nucleocapsid	-4.90
14051	tmprss2	-5.60
38911	protease	-3.30
38911	polymerase	-3.60
38911	papainlike	-3.10
38911	ace2	-3.00
38911	spike_rbd	-3.00
38911	nucleocapsid	-3.20
38911	tmprss2	-3.50
2378	protease	-7.70
2378	polymerase	-7.80
2378	papainlike	-8.00
2378	ace2	-8.00
2378	spike_rbd	-8.20
2378	nucleocapsid	-8.50
2378	tmprss2	-7.90
197965	protease	-3.60
197965	polymerase	-4.50
197965	papainlike	-4.10
197965	ace2	-3.50
197965	spike_rbd	-3.60
197965	nucleocapsid	-3.60
197965	tmprss2	-3.90
6915744	protease	-7.20
6915744	polymerase	-8.10
6915744	papainlike	-6.70
6915744	ace2	-7.80
6915744	spike_rbd	-6.50
6915744	nucleocapsid	-8.40
6915744	tmprss2	-6.90
439302	protease	-8.40
439302	polymerase	-9.70
439302	papainlike	-8.00
439302	ace2	-8.90
439302	spike_rbd	-7.70
439302	nucleocapsid	-10.20
439302	tmprss2	-7.30
978	protease	-5.40
978	polymerase	-5.90
978	papainlike	-5.10
978	ace2	-6.20
978	spike_rbd	-5.20
978	nucleocapsid	-5.40
978	tmprss2	-5.80
71478	protease	-7.30
71478	polymerase	-6.90
71478	papainlike	-6.70
71478	ace2	-7.80
71478	spike_rbd	-6.50
71478	nucleocapsid	-8.10
71478	tmprss2	-7.40
135398741	protease	-6.20
135398741	polymerase	-7.40
135398741	papainlike	-5.90
135398741	ace2	-6.80
135398741	spike_rbd	-6.40
135398741	nucleocapsid	-7.00
135398741	tmprss2	-6.30
3229	protease	-7.30
3229	polymerase	-7.20
3229	papainlike	-6.50
3229	ace2	-7.10
3229	spike_rbd	-7.00
3229	nucleocapsid	-8.40
3229	tmprss2	-6.90
71433	protease	-3.60
71433	polymerase	-4.20
71433	papainlike	-3.70
71433	ace2	-4.20
71433	spike_rbd	-3.90
71433	nucleocapsid	-4.10
71433	tmprss2	-4.50
656667	protease	-7.00
656667	polymerase	-8.00
656667	papainlike	-7.40
656667	ace2	-8.10
656667	spike_rbd	-6.30
656667	nucleocapsid	-9.50
656667	tmprss2	-7.80
22162	protease	-6.00
22162	polymerase	-6.00
22162	papainlike	-6.00
22162	ace2	-6.60
22162	spike_rbd	-6.10
22162	nucleocapsid	-7.10
22162	tmprss2	-5.60
16137271	protease	0.00
16137271	polymerase	0.00
16137271	papainlike	0.00
16137271	ace2	0.00
16137271	spike_rbd	0.00
16137271	nucleocapsid	0.00
16137271	tmprss2	0.00
54686350	protease	-3.30
54686350	polymerase	-3.70
54686350	papainlike	-3.40
54686350	ace2	-3.40
54686350	spike_rbd	-3.30
54686350	nucleocapsid	-3.50
54686350	tmprss2	-4.10
76959817	protease	-4.70
76959817	polymerase	-5.50
76959817	papainlike	-5.40
76959817	ace2	-4.80
76959817	spike_rbd	-5.00
76959817	nucleocapsid	-5.00
76959817	tmprss2	-5.60
41774	protease	-7.40
41774	polymerase	-8.00
41774	papainlike	-7.50
41774	ace2	-8.30
41774	spike_rbd	-6.90
41774	nucleocapsid	-9.30
41774	tmprss2	-7.80
3032279	protease	-5.60
3032279	polymerase	-5.90
3032279	papainlike	-5.60
3032279	ace2	-5.90
3032279	spike_rbd	-5.90
3032279	nucleocapsid	-6.60
3032279	tmprss2	-6.10
118984462	protease	0.00
118984462	polymerase	0.00
118984462	papainlike	0.00
118984462	ace2	0.00
118984462	spike_rbd	0.00
118984462	nucleocapsid	0.00
118984462	tmprss2	0.00
4890	protease	-7.10
4890	polymerase	-7.00
4890	papainlike	-7.00
4890	ace2	-8.10
4890	spike_rbd	-6.40
4890	nucleocapsid	-8.40
4890	tmprss2	-7.00
5161	protease	-6.70
5161	polymerase	-7.30
5161	papainlike	-6.60
5161	ace2	-7.80
5161	spike_rbd	-7.00
5161	nucleocapsid	-7.90
5161	tmprss2	-7.40
115366	protease	-3.80
115366	polymerase	-4.40
115366	papainlike	-3.80
115366	ace2	-3.60
115366	spike_rbd	-4.00
115366	nucleocapsid	-3.70
115366	tmprss2	-4.10
2585	protease	-7.70
2585	polymerase	-7.70
2585	papainlike	-6.30
2585	ace2	-8.20
2585	spike_rbd	-7.20
2585	nucleocapsid	-9.30
2585	tmprss2	-7.30
443928	protease	-6.80
443928	polymerase	-7.00
443928	papainlike	-6.60
443928	ace2	-7.90
443928	spike_rbd	-6.80
443928	nucleocapsid	-9.20
443928	tmprss2	-6.90
135566083	protease	-3.60
135566083	polymerase	-3.90
135566083	papainlike	-3.60
135566083	ace2	-3.30
135566083	spike_rbd	-3.60
135566083	nucleocapsid	-3.50
135566083	tmprss2	-3.80
6437376	protease	-7.10
6437376	polymerase	-7.70
6437376	papainlike	-7.30
6437376	ace2	-8.70
6437376	spike_rbd	-7.40
6437376	nucleocapsid	-9.00
6437376	tmprss2	-7.80
7697	protease	-5.40
7697	polymerase	-5.90
7697	papainlike	-4.90
7697	ace2	-6.10
7697	spike_rbd	-5.30
7697	nucleocapsid	-5.80
7697	tmprss2	-5.80
44151233	protease	-4.40
44151233	polymerase	-5.00
44151233	papainlike	-4.80
44151233	ace2	-5.60
44151233	spike_rbd	-4.90
44151233	nucleocapsid	-5.00
44151233	tmprss2	-4.70
3342	protease	-6.60
3342	polymerase	-6.60
3342	papainlike	-6.70
3342	ace2	-7.60
3342	spike_rbd	-6.60
3342	nucleocapsid	-7.50
3342	tmprss2	-6.90
62935	protease	-6.80
62935	polymerase	-7.70
62935	papainlike	-7.50
62935	ace2	-8.20
62935	spike_rbd	-7.70
62935	nucleocapsid	-9.10
62935	tmprss2	-8.00
638678	protease	-7.00
638678	polymerase	-7.70
638678	papainlike	-7.20
638678	ace2	-7.40
638678	spike_rbd	-7.00
638678	nucleocapsid	-8.50
638678	tmprss2	-7.10
17755248	protease	-3.60
17755248	polymerase	-3.90
17755248	papainlike	-3.70
17755248	ace2	-3.30
17755248	spike_rbd	-3.60
17755248	nucleocapsid	-3.50
17755248	tmprss2	-3.80
5483	protease	-4.30
5483	polymerase	-5.10
5483	papainlike	-4.30
5483	ace2	-4.50
5483	spike_rbd	-4.60
5483	nucleocapsid	-4.90
5483	tmprss2	-5.10
115163	protease	-6.40
115163	polymerase	-7.50
115163	papainlike	-6.60
115163	ace2	-7.40
115163	spike_rbd	-6.80
115163	nucleocapsid	-8.70
115163	tmprss2	-7.10
90472060	protease	0.00
90472060	polymerase	0.00
90472060	papainlike	0.00
90472060	ace2	0.00
90472060	spike_rbd	0.00
90472060	nucleocapsid	0.00
90472060	tmprss2	0.00
3720	protease	-7.80
3720	polymerase	-9.30
3720	papainlike	-7.10
3720	ace2	-8.90
3720	spike_rbd	-6.70
3720	nucleocapsid	-10.00
3720	tmprss2	-7.70
1254	protease	-4.80
1254	polymerase	-5.30
1254	papainlike	-4.80
1254	ace2	-5.30
1254	spike_rbd	-5.30
1254	nucleocapsid	-5.30
1254	tmprss2	-5.10
84003	protease	-4.00
84003	polymerase	-4.50
84003	papainlike	-4.20
84003	ace2	-4.10
84003	spike_rbd	-4.60
84003	nucleocapsid	-4.20
84003	tmprss2	-5.00
638015	protease	-6.40
638015	polymerase	-7.20
638015	papainlike	-6.60
638015	ace2	-7.10
638015	spike_rbd	-6.30
638015	nucleocapsid	-7.90
638015	tmprss2	-7.70
19910	protease	-5.90
19910	polymerase	-6.40
19910	papainlike	-5.90
19910	ace2	-6.20
19910	spike_rbd	-5.90
19910	nucleocapsid	-6.30
19910	tmprss2	-6.10
54710212	protease	-5.20
54710212	polymerase	-5.10
54710212	papainlike	-5.10
54710212	ace2	-5.50
54710212	spike_rbd	-5.00
54710212	nucleocapsid	-5.00
54710212	tmprss2	-5.80
60960	protease	-3.80
60960	polymerase	-4.50
60960	papainlike	-3.80
60960	ace2	-4.10
60960	spike_rbd	-4.10
60960	nucleocapsid	-4.20
60960	tmprss2	-4.60
5464092	protease	-7.60
5464092	polymerase	-6.90
5464092	papainlike	-6.40
5464092	ace2	-7.30
5464092	spike_rbd	-7.00
5464092	nucleocapsid	-9.00
5464092	tmprss2	-6.60
34081	protease	-7.70
34081	polymerase	-8.70
34081	papainlike	-7.40
34081	ace2	-8.80
34081	spike_rbd	-7.70
34081	nucleocapsid	-8.90
34081	tmprss2	-7.70
229455	protease	-7.70
229455	polymerase	-8.40
229455	papainlike	-7.90
229455	ace2	-8.60
229455	spike_rbd	-7.80
229455	nucleocapsid	-9.80
229455	tmprss2	-8.40
2769	protease	-7.50
2769	polymerase	-7.50
2769	papainlike	-7.10
2769	ace2	-8.40
2769	spike_rbd	-6.90
2769	nucleocapsid	-8.50
2769	tmprss2	-7.60
216237	protease	-7.90
216237	polymerase	-8.90
216237	papainlike	-8.20
216237	ace2	-8.70
216237	spike_rbd	-8.00
216237	nucleocapsid	-10.20
216237	tmprss2	-8.40
11192129	protease	-6.60
11192129	polymerase	-7.20
11192129	papainlike	-6.40
11192129	ace2	-7.40
11192129	spike_rbd	-7.00
11192129	nucleocapsid	-8.40
11192129	tmprss2	-6.60
3034022	protease	-7.20
3034022	polymerase	-9.00
3034022	papainlike	-7.50
3034022	ace2	-8.30
3034022	spike_rbd	-8.10
3034022	nucleocapsid	-8.00
3034022	tmprss2	-7.20
5309446	protease	-6.30
5309446	polymerase	-7.80
5309446	papainlike	-6.40
5309446	ace2	-7.80
5309446	spike_rbd	-7.10
5309446	nucleocapsid	-8.10
5309446	tmprss2	-7.30
876	protease	-4.30
876	polymerase	-5.00
876	papainlike	-4.10
876	ace2	-4.20
876	spike_rbd	-4.40
876	nucleocapsid	-4.40
876	tmprss2	-4.70
31728	protease	-6.70
31728	polymerase	-7.30
31728	papainlike	-6.70
31728	ace2	-7.00
31728	spike_rbd	-7.10
31728	nucleocapsid	-7.30
31728	tmprss2	-6.20
11033	protease	-6.20
11033	polymerase	-6.20
11033	papainlike	-6.00
11033	ace2	-6.50
11033	spike_rbd	-6.10
11033	nucleocapsid	-6.90
11033	tmprss2	-6.50
219099	protease	-7.80
219099	polymerase	-8.40
219099	papainlike	-7.50
219099	ace2	-8.90
219099	spike_rbd	-7.70
219099	nucleocapsid	-9.70
219099	tmprss2	-8.50
4679	protease	-6.40
4679	polymerase	-7.90
4679	papainlike	-7.00
4679	ace2	-7.60
4679	spike_rbd	-7.40
4679	nucleocapsid	-8.40
4679	tmprss2	-7.60
14030006	protease	-4.50
14030006	polymerase	-4.80
14030006	papainlike	-5.20
14030006	ace2	-5.80
14030006	spike_rbd	-5.70
14030006	nucleocapsid	-5.80
14030006	tmprss2	-5.40
3114	protease	-6.70
3114	polymerase	-6.40
3114	papainlike	-7.00
3114	ace2	-7.20
3114	spike_rbd	-6.00
3114	nucleocapsid	-7.30
3114	tmprss2	-6.10
68589	protease	-4.10
68589	polymerase	-3.70
68589	papainlike	-3.60
68589	ace2	-3.50
68589	spike_rbd	-3.30
68589	nucleocapsid	-3.80
68589	tmprss2	-3.50
5355	protease	-7.10
5355	polymerase	-7.00
5355	papainlike	-7.10
5355	ace2	-7.20
5355	spike_rbd	-6.50
5355	nucleocapsid	-7.80
5355	tmprss2	-6.60
47812	protease	-3.60
47812	polymerase	-3.90
47812	papainlike	-3.60
47812	ace2	-3.30
47812	spike_rbd	-3.60
47812	nucleocapsid	-3.50
47812	tmprss2	-3.80
135398635	protease	-5.90
135398635	polymerase	-6.90
135398635	papainlike	-6.20
135398635	ace2	-6.60
135398635	spike_rbd	-6.20
135398635	nucleocapsid	-7.80
135398635	tmprss2	-7.40
9821849	protease	-7.60
9821849	polymerase	-7.90
9821849	papainlike	-7.10
9821849	ace2	-8.40
9821849	spike_rbd	-7.40
9821849	nucleocapsid	-9.40
9821849	tmprss2	-7.50
158798	protease	-4.30
158798	polymerase	-4.70
158798	papainlike	-3.90
158798	ace2	-4.00
158798	spike_rbd	-4.00
158798	nucleocapsid	-4.00
158798	tmprss2	-4.10
440950	protease	-6.40
440950	polymerase	-7.50
440950	papainlike	-6.80
440950	ace2	-7.70
440950	spike_rbd	-6.50
440950	nucleocapsid	-8.10
440950	tmprss2	-6.20
50225	protease	-7.90
50225	polymerase	-8.90
50225	papainlike	-6.90
50225	ace2	-10.20
50225	spike_rbd	-7.80
50225	nucleocapsid	-10.30
50225	tmprss2	-7.80
9280	protease	-5.80
9280	polymerase	-6.00
9280	papainlike	-6.80
9280	ace2	-6.70
9280	spike_rbd	-5.80
9280	nucleocapsid	-7.10
9280	tmprss2	-6.60
4977	protease	-5.40
4977	polymerase	-6.10
4977	papainlike	-5.40
4977	ace2	-6.10
4977	spike_rbd	-5.90
4977	nucleocapsid	-7.20
4977	tmprss2	-5.70
5282165	protease	-7.10
5282165	polymerase	-7.30
5282165	papainlike	-6.90
5282165	ace2	-8.20
5282165	spike_rbd	-5.80
5282165	nucleocapsid	-8.20
5282165	tmprss2	-6.20
6419898	protease	-7.70
6419898	polymerase	-8.40
6419898	papainlike	-7.10
6419898	ace2	-8.10
6419898	spike_rbd	-7.00
6419898	nucleocapsid	-9.20
6419898	tmprss2	-7.40
62886	protease	-5.40
62886	polymerase	-5.30
62886	papainlike	-5.30
62886	ace2	-5.50
62886	spike_rbd	-4.90
62886	nucleocapsid	-5.50
62886	tmprss2	-5.40
23360	protease	-5.20
23360	polymerase	-5.70
23360	papainlike	-5.30
23360	ace2	-6.10
23360	spike_rbd	-6.10
23360	nucleocapsid	-5.90
23360	tmprss2	-6.40
17275	protease	-5.70
17275	polymerase	-6.60
17275	papainlike	-6.00
17275	ace2	-7.20
17275	spike_rbd	-6.50
17275	nucleocapsid	-8.00
17275	tmprss2	-6.50
4055	protease	-5.90
4055	polymerase	-6.80
4055	papainlike	-5.70
4055	ace2	-7.20
4055	spike_rbd	-6.40
4055	nucleocapsid	-6.50
4055	tmprss2	-6.30
13810	protease	-5.10
13810	polymerase	-5.70
13810	papainlike	-5.60
13810	ace2	-5.20
13810	spike_rbd	-5.20
13810	nucleocapsid	-5.50
13810	tmprss2	-6.50
441345	protease	-8.10
441345	polymerase	-8.20
441345	papainlike	-7.00
441345	ace2	-8.90
441345	spike_rbd	-8.00
441345	nucleocapsid	-9.10
441345	tmprss2	-7.60
448601	protease	-6.90
448601	polymerase	-8.00
448601	papainlike	-6.00
448601	ace2	-9.60
448601	spike_rbd	-7.30
448601	nucleocapsid	-9.60
448601	tmprss2	-7.20
9560989	protease	-4.40
9560989	polymerase	-5.10
9560989	papainlike	-4.80
9560989	ace2	-4.90
9560989	spike_rbd	-4.30
9560989	nucleocapsid	-4.70
9560989	tmprss2	-5.60
656650	protease	-4.70
656650	polymerase	-5.20
656650	papainlike	-5.10
656650	ace2	-5.40
656650	spike_rbd	-4.90
656650	nucleocapsid	-4.90
656650	tmprss2	-4.90
197162	protease	-3.80
197162	polymerase	-4.40
197162	papainlike	-3.70
197162	ace2	-3.60
197162	spike_rbd	-4.00
197162	nucleocapsid	-3.70
197162	tmprss2	-4.10
5665	protease	-4.40
5665	polymerase	-5.20
5665	papainlike	-4.40
5665	ace2	-4.80
5665	spike_rbd	-4.60
5665	nucleocapsid	-4.50
5665	tmprss2	-5.10
9552081	protease	-4.90
9552081	polymerase	-6.10
9552081	papainlike	-4.90
9552081	ace2	-5.20
9552081	spike_rbd	-5.30
9552081	nucleocapsid	-5.50
9552081	tmprss2	-6.00
2576	protease	-6.00
2576	polymerase	-6.00
2576	papainlike	-5.40
2576	ace2	-5.90
2576	spike_rbd	-5.80
2576	nucleocapsid	-6.30
2576	tmprss2	-5.60
2569	protease	-6.40
2569	polymerase	-6.40
2569	papainlike	-5.70
2569	ace2	-6.10
2569	spike_rbd	-5.70
2569	nucleocapsid	-7.20
2569	tmprss2	-6.10
5634	protease	-5.00
5634	polymerase	-5.70
5634	papainlike	-4.80
5634	ace2	-5.10
5634	spike_rbd	-5.10
5634	nucleocapsid	-5.00
5634	tmprss2	-4.80
2557	protease	-6.40
2557	polymerase	-6.70
2557	papainlike	-6.30
2557	ace2	-7.00
2557	spike_rbd	-6.30
2557	nucleocapsid	-7.70
2557	tmprss2	-8.10
64685	protease	-5.50
64685	polymerase	-5.80
64685	papainlike	-5.00
64685	ace2	-5.30
64685	spike_rbd	-5.10
64685	nucleocapsid	-5.70
64685	tmprss2	-4.90
3371	protease	-7.00
3371	polymerase	-7.40
3371	papainlike	-6.90
3371	ace2	-8.30
3371	spike_rbd	-7.20
3371	nucleocapsid	-8.20
3371	tmprss2	-8.00
62770	protease	-7.00
62770	polymerase	-8.10
62770	papainlike	-7.50
62770	ace2	-8.60
62770	spike_rbd	-8.20
62770	nucleocapsid	-9.90
62770	tmprss2	-7.60
3282	protease	-5.60
3282	polymerase	-5.60
3282	papainlike	-5.30
3282	ace2	-6.50
3282	spike_rbd	-5.50
3282	nucleocapsid	-5.80
3282	tmprss2	-5.70
87642	protease	-6.40
87642	polymerase	-7.80
87642	papainlike	-6.70
87642	ace2	-8.00
87642	spike_rbd	-6.20
